199,141
124,226
151,236
185,52
41,132
187,94
71,49
176,58
123,21
103,39
174,139
232,191
218,133
122,190
69,127
27,26
88,164
154,111
46,193
220,17
90,191
85,237
164,205
207,43
25,50
89,131
48,146
39,181
79,84
119,229
152,240
248,183
230,50
122,187
173,8
72,104
27,5
72,108
54,170
157,219
235,81
58,224
159,240
37,188
189,245
20,110
19,31
245,161
218,135
58,221
110,224
53,175
94,173
137,210
145,77
135,221
76,176
83,13
53,58
196,17
73,116
153,18
15,80
210,199
96,14
171,215
234,1
77,48
86,58
100,152
50,146
207,185
142,49
76,220
176,211
55,91
106,187
12,208
181,10
77,159
93,50
14,193
192,182
57,159
174,213
97,109
13,227
204,146
46,209
204,9
128,7
250,111
64,99
28,27
242,138
221,223
111,59
2,153
27,213
25,922
17,921
149,862
23,991
194,787
129,980
49,914
170,882
185,804
180,913
224,914
204,843
6,933
241,829
62,907
128,776
205,909
30,761
63,763
106,817
165,809
36,931
165,752
177,916
116,811
44,790
38,961
141,901
176,794
149,916
69,954
201,923
208,927
171,966
67,989
4,996
152,877
44,952
214,859
2,940
162,971
144,801
29,827
126,878
90,932
16,819
128,751
97,841
24,829
215,970
4,930
72,763
193,931
40,972
103,800
103,779
158,863
122,888
123,788
106,927
38,785
62,958
107,801
202,758
195,774
51,808
60,986
61,772
93,972
197,850
149,760
86,928
248,789
131,958
100,858
178,807
55,837
170,918
34,994
49,976
58,978
250,920
172,782
119,848
137,780
20,904
48,781
64,905
3,954
127,998
202,838
237,751
2,950
249,935
34,754
232,955
67,853
123,975
128,850
906,833
753,990
859,970
761,997
799,834
844,975
985,880
969,940
897,929
859,866
903,922
899,921
800,820
779,947
955,875
948,858
757,883
868,995
831,895
936,805
921,885
965,936
882,866
766,936
805,810
982,812
880,864
855,885
788,803
999,839
923,762
770,928
842,881
983,861
867,818
858,852
950,814
907,834
930,946
905,754
967,961
971,845
782,845
984,957
773,941
890,951
895,950
903,949
861,781
795,767
756,939
808,921
753,866
819,857
998,861
917,804
793,804
915,905
999,799
991,859
980,992
904,793
784,862
967,836
761,795
763,876
773,762
846,802
760,976
832,778
841,801
947,952
890,785
832,831
828,978
850,968
872,778
803,947
876,806
875,954
884,996
858,909
964,912
845,947
790,938
800,764
753,768
846,839
992,897
750,829
923,826
909,970
986,931
779,853
839,913
953,821
880,900
762,966
841,976
