37,185
178,249
13,190
108,169
21,55
181,191
121,44
82,226
75,23
75,222
76,30
95,7
21,248
25,116
140,240
159,201
119,222
6,199
70,122
68,86
184,116
221,202
123,41
71,87
103,28
109,46
84,232
133,137
118,175
25,9
54,22
235,182
0,15
241,220
233,86
79,216
159,233
0,193
14,119
209,132
43,109
91,201
242,205
93,32
133,36
47,121
46,110
43,39
171,206
105,69
246,121
159,248
198,21
28,250
88,118
86,22
119,228
198,75
212,51
50,208
239,127
99,248
202,22
97,198
30,81
163,154
183,0
140,234
141,83
186,236
100,101
186,52
219,9
242,90
18,236
68,171
91,184
36,122
249,17
55,214
163,150
4,104
20,151
38,106
145,69
133,247
30,99
18,119
126,86
89,87
157,92
8,15
90,56
181,242
217,81
106,235
52,37
54,193
250,206
133,130
110,214
199,154
196,43
112,38
8,222
48,186
18,151
237,73
30,168
22,192
169,103
223,18
30,67
188,155
164,237
173,198
16,210
166,144
10,184
232,189
145,120
155,154
81,158
122,56
206,9
188,135
40,188
146,222
118,167
88,80
49,4
183,182
228,42
170,26
178,0
197,16
26,108
137,214
81,188
16,245
163,205
145,64
90,46
51,153
66,47
230,128
81,86
152,224
91,32
21,248
161,84
140,150
136,149
104,57
213,173
246,169
31,100
131,99
23,91
22,94
49,77
149,8
145,175
95,212
153,9
218,192
43,8
53,232
58,218
203,184
143,219
101,168
207,127
195,92
4,197
55,233
233,186
138,116
231,218
44,160
107,96
182,32
20,155
22,145
11,155
23,207
91,120
46,112
207,61
117,7
165,147
175,36
30,137
80,107
51,188
12,136
223,243
209,135
100,201
69,185
102,188
34,196
120,180
55,60
65,220
241,241
200,72
2,18
243,45
21,112
232,98
78,90
222,171
75,168
13,68
81,154
179,80
181,122
112,73
247,9
171,108
207,185
132,57
126,14
66,174
8,181
222,96
187,75
181,126
82,119
235,200
95,234
139,83
145,224
106,3
86,203
166,139
132,2
31,111
2,98
173,51
235,121
185,93
5,150
130,13
24,221
16,3
137,150
195,61
249,81
188,238
80,84
134,173
68,182
141,240
121,109
13,238
153,104
145,72
86,184
169,109
164,44
61,95
87,12
134,219
210,42
88,15
142,176
88,75
207,74
162,84
147,123
60,155
55,133
211,119
64,62
51,211
194,113
67,0
164,50
71,50
159,184
48,58
216,32
245,48
131,147
132,81
144,216
208,8
21,226
92,241
6,172
131,178
121,164
181,89
6,98
79,189
165,175
20,116
77,784
170,943
15,771
129,815
156,764
232,767
96,981
247,786
199,854
171,759
114,978
155,809
94,986
138,983
218,906
176,847
44,855
155,886
232,787
31,761
61,898
208,949
41,985
201,932
64,829
124,867
217,958
240,758
91,884
165,817
125,964
4,973
54,960
50,779
239,997
100,971
75,912
140,793
103,979
106,883
149,985
156,773
117,831
57,761
126,1000
63,762
138,887
229,909
230,796
82,951
153,962
204,787
69,928
244,896
78,848
17,841
75,997
8,968
82,768
9,760
85,787
190,911
104,999
9,822
161,901
238,780
203,980
205,868
50,811
231,970
241,839
171,933
78,975
228,847
143,769
118,851
206,922
38,895
46,984
95,866
245,759
245,852
51,849
166,848
63,795
9,897
52,926
233,963
217,932
221,804
24,882
132,858
72,766
136,840
206,884
178,781
226,810
173,782
238,807
68,896
115,767
227,784
52,860
236,750
71,799
43,796
52,988
28,998
126,969
178,764
175,791
29,882
0,792
120,832
212,788
81,864
76,872
163,850
216,781
54,919
166,934
98,911
171,910
239,839
64,905
168,871
0,924
111,907
191,773
240,857
149,865
69,853
157,988
50,923
76,780
101,894
154,964
111,891
220,806
150,941
208,845
137,955
57,816
45,908
187,834
165,878
212,805
188,868
155,854
158,754
