7,65
143,32
162,11
249,133
134,202
225,238
50,3
143,226
194,41
216,1
41,110
21,4
63,158
47,114
100,116
97,145
215,75
53,235
214,142
165,26
48,40
228,205
70,57
57,30
129,223
19,192
22,196
1,193
109,88
117,130
234,149
109,105
194,207
86,75
64,248
75,233
69,43
22,2
215,0
27,169
205,98
170,228
9,153
40,132
37,76
20,80
33,55
127,22
194,86
198,124
102,102
19,73
110,156
57,98
186,55
48,216
179,92
173,4
123,55
173,148
62,57
38,59
8,53
27,231
99,86
104,58
210,76
177,29
152,35
143,164
248,216
158,132
140,96
135,40
223,133
42,113
133,175
156,221
206,6
111,66
15,134
106,33
164,75
166,45
235,178
105,227
95,231
52,146
151,195
219,169
199,237
7,58
249,171
117,26
2,176
243,86
150,30
146,152
53,200
129,160
138,116
169,209
178,36
181,194
15,142
132,163
218,231
90,179
190,219
0,216
16,235
189,154
120,106
163,179
8,249
58,226
49,237
20,47
22,131
189,78
243,232
244,92
108,176
143,19
244,127
230,173
129,137
72,104
26,218
92,119
181,49
203,68
40,193
225,214
58,40
96,174
235,24
93,124
216,113
209,37
77,211
19,113
46,138
229,65
112,240
61,21
144,101
48,59
115,135
168,99
122,163
192,11
127,192
18,247
142,216
126,60
160,105
75,166
195,178
13,241
224,54
37,175
218,29
38,150
248,46
211,76
197,169
121,179
132,207
90,237
149,211
148,224
80,2
24,236
161,54
225,162
54,105
99,12
58,66
52,81
112,140
7,203
209,122
221,142
172,181
109,34
130,82
204,236
22,237
96,101
45,139
25,1
221,99
62,125
69,22
99,183
174,157
222,101
36,8
131,205
248,146
111,57
5,60
88,231
156,138
192,131
39,18
105,224
8,234
176,147
64,85
117,12
85,201
33,112
34,105
181,8
112,114
171,167
32,134
138,236
44,135
157,96
20,233
232,149
97,168
157,181
4,103
217,125
110,196
99,24
235,65
236,212
249,218
90,169
124,64
29,109
4,93
246,208
89,54
180,206
154,5
8,94
214,188
131,98
19,154
111,171
69,26
154,206
116,234
62,39
210,56
6,202
50,55
67,219
127,159
158,54
105,212
134,123
68,156
144,244
13,161
43,216
65,110
144,221
208,224
219,94
132,99
0,10
52,233
238,197
30,120
137,157
85,20
37,2
165,41
228,114
242,3
199,50
73,122
131,52
89,176
65,135
4,186
51,221
31,212
78,215
15,21
203,227
152,150
205,208
9,72
40,204
45,241
7,59
136,179
112,73
133,204
180,200
250,76
152,32
3,23
91,202
167,126
151,64
247,14
124,192
84,65
172,145
195,21
82,241
55,80
98,232
158,122
104,106
206,169
133,64
216,166
123,112
153,108
130,20
109,202
245,61
73,184
232,211
134,114
54,184
102,100
74,102
123,195
114,139
40,217
41,55
144,62
