151,851
214,928
48,787
134,784
151,785
74,954
209,756
34,872
32,789
50,753
129,857
224,907
34,876
185,947
1,930
73,834
179,877
240,763
57,843
238,805
100,767
198,869
92,875
27,785
167,991
247,802
181,994
131,896
198,958
88,757
43,960
60,907
87,870
22,997
37,905
151,918
170,780
101,814
219,954
85,975
40,965
94,929
68,946
198,869
9,940
149,913
27,976
191,786
60,971
139,820
6,954
235,886
100,774
87,816
241,988
186,910
199,943
178,847
7,832
24,999
49,875
142,835
186,909
118,895
156,783
250,957
174,909
101,916
8,795
184,781
24,966
16,793
4,863
74,810
93,938
109,995
71,956
130,896
247,786
202,882
60,981
212,958
191,864
208,854
129,925
210,965
65,994
49,912
128,974
49,945
169,761
231,795
109,917
243,882
138,932
249,901
229,870
41,798
158,855
172,997
34,800
114,804
231,841
105,864
89,825
198,864
184,863
34,872
107,950
225,927
19,865
177,957
92,973
78,886
78,790
80,833
211,892
158,791
139,894
157,881
32,968
108,880
13,923
24,920
93,967
114,906
138,966
193,772
41,951
156,997
128,954
230,789
233,977
96,764
221,790
166,802
162,849
160,826
201,885
28,771
16,770
232,810
109,845
147,801
165,923
170,759
15,949
247,845
48,754
107,818
9,896
210,889
87,769
26,940
30,885
47,951
223,839
20,973
15,970
98,871
14,875
45,750
57,889
100,802
2,839
18,763
213,770
64,966
46,956
234,979
89,952
36,777
125,766
119,963
39,856
86,906
64,820
84,756
63,832
133,976
81,925
26,837
85,844
168,888
141,930
16,793
236,813
204,755
233,858
228,820
212,970
28,845
2,795
93,932
48,987
171,779
35,978
44,910
211,915
21,824
169,824
161,836
215,809
152,851
249,766
66,845
82,865
97,874
7,954
196,777
243,949
188,807
194,962
139,804
102,837
227,953
202,765
101,971
46,950
41,928
74,877
209,834
71,763
64,954
243,966
130,947
104,919
34,955
201,947
212,751
10,912
164,943
154,996
13,988
20,922
56,986
80,883
132,904
121,893
129,795
41,778
228,874
230,823
173,800
96,890
40,823
220,763
172,914
130,978
49,899
124,865
121,936
189,942
100,900
96,890
204,783
102,864
120,816
90,836
243,987
29,985
156,902
66,958
83,879
86,752
163,907
107,829
145,999
234,954
100,957
67,909
228,935
27,933
185,999
231,888
9,842
38,899
143,931
46,987
17,830
167,985
116,976
206,938
134,881
171,849
228,844
148,810
145,807
94,796
219,817
114,937
204,897
140,782
250,888
16,818
123,795
224,856
68,813
173,936
249,810
120,952
54,957
191,927
232,911
131,869
65,969
175,839
155,751
112,977
157,889
215,943
157,851
196,887
48,775
248,874
53,891
203,872
56,775
92,971
175,975
227,963
134,930
44,838
2,761
197,1000
238,930
33,821
29,771
192,815
106,807
117,844
224,842
157,995
203,994
89,809
230,919
187,763
18,880
82,839
142,948
162,840
103,774
7,895
223,972
107,847
164,913
1,816
148,960
131,881
71,760
57,860
9,809
75,903
110,986
116,792
231,928
92,889
150,823
174,905
35,979
226,870
167,891
219,872
181,788
241,893
247,917
157,991
192,960
164,843
97,797
105,932
30,793
52,927
35,805
39,805
189,818
184,857
113,859
227,777
213,825
4,877
125,989
123,850
192,830
127,845
32,795
35,903
238,958
233,866
40,815
18,774
173,885
142,983
134,802
217,1000
236,983
236,756
224,775
71,955
7,879
221,828
12,803
155,832
82,947
58,832
70,783
41,892
72,918
143,911
43,984
147,760
190,775
36,829
213,841
200,988
110,814
223,920
219,984
234,938
103,780
80,803
245,915
82,765
156,817
47,995
90,757
144,974
242,909
22,803
110,975
48,905
76,818
146,982
60,819
234,924
195,922
9,878
168,787
174,889
33,934
26,856
100,850
242,909
132,898
62,891
28,810
132,799
76,988
238,920
15,858
91,959
25,994
113,801
117,755
129,801
97,928
8,878
90,865
234,937
152,971
32,913
23,992
82,778
112,985
244,797
67,822
55,929
20,772
234,878
71,947
215,969
137,976
165,783
89,879
97,840
65,962
167,832
149,867
11,876
26,787
135,935
116,960
3,762
135,892
144,887
4,976
187,798
71,991
233,886
94,924
201,854
47,888
95,978
107,939
26,798
176,986
26,770
23,994
154,900
249,875
119,944
164,779
59,888
246,975
66,912
103,980
119,867
178,894
139,881
130,992
197,809
21,783
147,917
63,998
113,821
169,969
167,786
214,857
4,940
244,995
220,752
24,863
163,858
105,977
156,791
31,807
133,808
214,817
226,905
114,911
183,996
60,849
41,986
211,816
10,785
74,877
112,829
64,881
27,777
130,849
38,873
57,779
140,807
65,981
79,754
64,835
66,937
5,900
216,935
166,888
222,838
24,869
165,994
150,970
82,899
236,928
11,855
243,753
106,966
229,826
109,916
237,785
241,798
85,968
6,990
72,927
65,806
50,761
202,975
69,945
155,775
73,939
52,914
15,793
241,842
122,876
56,846
84,789
25,967
168,821
218,906
23,902
41,852
138,791
155,983
197,868
204,842
42,835
227,751
128,751
5,921
111,840
1,984
207,854
232,940
92,810
97,753
91,925
1,832
46,913
151,871
245,912
198,966
33,899
34,936
191,849
210,822
7,906
234,841
228,857
157,945
117,850
39,808
191,766
196,882
114,905
82,895
10,984
141,813
202,839
233,783
46,892
250,905
84,867
128,888
148,994
112,807
167,819
69,895
208,905
225,953
234,905
168,762
225,860
131,850
61,938
21,919
117,805
3,963
156,752
216,907
103,879
76,832
247,780
112,868
98,968
73,770
13,953
65,856
235,881
6,974
168,936
96,860
146,852
147,901
142,754
249,900
173,985
141,899
135,895
52,772
116,827
31,932
118,991
142,972
59,977
30,836
193,813
246,813
247,801
71,991
85,916
31,899
227,906
122,776
1,833
191,867
207,929
23,896
223,801
65,793
203,975
73,755
26,883
85,964
154,775
209,799
61,893
226,949
37,891
31,808
198,753
76,983
20,760
250,779
161,760
75,887
110,789
43,943
67,978
72,752
60,954
111,849
203,917
219,772
56,983
66,962
208,951
230,943
146,950
246,768
98,955
53,930
189,889
220,767
156,895
240,843
240,891
176,975
63,946
230,935
128,775
207,996
26,881
150,766
101,761
61,861
67,940
141,804
214,916
232,764
111,870
185,757
178,871
35,981
226,876
25,850
70,790
128,983
247,751
19,796
213,899
11,921
104,790
145,839
121,818
36,977
68,797
150,849
42,756
180,908
30,954
11,831
84,758
221,859
36,894
48,833
229,812
44,850
208,846
178,764
106,760
247,982
29,978
114,818
170,853
115,826
162,751
64,952
144,880
193,962
188,948
108,847
146,895
0,993
114,877
93,772
116,880
186,973
225,988
91,903
105,787
232,907
55,876
105,903
175,816
203,986
154,792
135,942
155,882
94,931
144,883
154,924
122,952
214,843
153,810
31,904
236,938
23,801
12,953
173,940
133,830
205,882
143,992
234,860
206,751
36,978
39,812
8,771
164,757
32,810
218,760
215,998
88,786
50,974
187,897
47,957
17,966
170,926
242,831
62,766
130,845
28,792
57,903
239,892
135,975
67,942
29,800
7,840
126,864
3,804
138,932
68,908
15,992
95,997
119,918
30,933
213,869
140,762
214,858
21,900
199,996
18,981
39,891
103,955
226,991
192,898
20,817
205,898
132,955
18,868
170,868
188,839
47,780
13,806
178,976
210,887
134,880
250,824
234,959
13,863
162,1000
87,750
237,915
15,836
187,842
159,833
98,754
18,920
85,912
57,886
135,776
81,945
24,904
65,903
34,953
66,763
161,756
124,913
65,817
122,800
64,754
216,873
235,999
92,801
224,981
92,874
51,842
151,791
58,916
227,802
73,995
56,951
45,879
158,772
85,775
21,926
92,861
115,960
211,807
51,901
212,897
231,795
181,842
85,939
232,755
35,816
220,895
1,945
181,924
190,922
193,944
51,953
133,771
63,971
239,968
150,953
130,925
225,803
245,900
205,923
116,880
99,838
113,907
84,786
165,850
184,762
98,988
235,791
153,907
155,967
209,984
211,828
39,808
27,855
220,951
117,766
36,847
153,854
12,934
198,819
67,841
212,802
136,929
145,769
96,877
0,942
97,822
244,765
223,772
168,937
203,997
43,799
8,917
5,982
4,880
155,931
236,895
27,958
7,763
25,775
212,775
121,815
242,949
235,870
113,933
185,854
6,864
100,949
154,936
180,864
77,871
159,823
224,792
32,1000
198,840
222,993
