156,133
134,34
178,130
28,36
132,158
201,19
146,225
124,221
194,67
100,176
168,189
45,171
159,95
42,185
1,133
6,65
208,56
203,229
97,207
153,152
101,215
34,120
250,145
69,249
25,188
163,74
128,186
224,202
240,150
111,193
162,5
88,66
152,1
121,139
41,238
160,176
20,173
57,175
75,80
236,41
195,115
66,39
225,143
86,33
23,143
135,216
177,183
169,100
54,27
131,142
110,108
188,238
229,86
174,33
70,161
25,136
82,94
54,244
154,199
88,139
127,122
180,105
122,174
236,36
243,44
119,87
88,146
93,61
237,83
232,154
6,194
17,47
47,11
4,245
169,96
163,25
204,213
49,198
175,93
32,31
203,164
71,87
168,244
87,55
66,151
168,93
169,191
35,10
27,32
154,31
217,77
179,91
111,80
59,186
120,170
183,213
59,66
225,117
210,223
247,165
103,127
32,212
80,107
27,64
177,37
116,231
79,149
115,201
153,166
72,40
102,11
113,10
94,189
91,131
101,54
22,187
144,132
191,5
41,23
179,122
89,162
53,154
110,156
192,77
156,120
96,179
62,244
178,79
67,179
205,170
125,197
6,139
16,208
74,250
218,118
63,23
77,162
95,220
55,12
94,173
138,28
46,115
70,123
136,13
169,10
191,249
88,78
246,225
173,110
139,127
187,96
174,37
72,34
49,243
174,93
147,176
114,11
221,158
157,149
48,112
173,66
1,65
157,29
0,187
163,130
129,247
49,54
97,69
6,11
246,235
31,30
210,198
121,211
194,170
74,64
91,84
91,227
202,85
195,139
92,137
33,127
198,155
237,45
3,73
74,205
73,155
157,160
201,186
154,22
152,230
127,9
173,242
247,194
105,178
88,72
112,226
50,2
47,72
155,171
75,158
19,221
139,88
60,114
121,34
0,5
1,1
58,158
74,202
78,211
128,16
52,218
246,183
0,158
68,74
174,192
235,10
27,31
153,22
22,111
63,149
183,114
201,205
230,146
71,89
63,70
115,161
208,166
180,19
95,72
47,129
214,132
232,158
83,26
168,8
11,126
120,6
47,69
140,103
151,157
31,157
168,138
221,225
232,104
71,209
4,149
247,204
122,186
47,223
146,164
133,110
165,67
35,160
106,134
132,89
30,227
104,77
219,202
88,125
220,91
68,92
205,150
178,128
199,45
14,146
105,214
149,138
39,67
96,61
229,122
62,16
145,182
127,30
139,38
163,57
95,62
69,226
227,122
241,149
75,192
82,209
186,87
179,28
181,69
93,90
68,197
16,101
59,36
202,58
75,92
215,157
225,215
184,228
220,38
130,106
58,204
102,224
229,98
121,15
147,241
221,117
31,223
22,248
202,134
98,91
158,19
99,41
35,162
192,29
0,194
44,20
212,140
128,131
239,181
233,203
4,114
187,22
207,232
50,51
173,181
149,61
218,117
49,48
208,66
93,129
176,222
38,201
103,216
110,172
26,97
72,175
220,65
243,148
83,33
84,164
173,35
198,136
109,32
139,201
2,97
35,209
102,211
204,26
191,100
103,81
52,29
203,10
144,178
232,7
88,133
176,150
231,39
118,241
32,235
52,42
61,166
148,104
139,226
71,59
185,176
17,156
76,78
103,146
224,158
11,25
8,242
163,110
219,56
151,208
87,235
98,180
219,142
37,152
222,111
2,79
62,172
75,184
7,182
161,46
195,103
247,29
209,17
166,74
230,158
219,201
140,34
69,97
73,66
133,243
106,10
114,54
175,38
61,124
23,196
130,119
116,130
167,167
89,95
99,125
63,53
94,144
28,243
74,63
207,1
181,85
49,205
35,117
9,161
177,83
121,200
163,42
223,26
205,198
152,43
207,195
118,70
157,44
156,26
138,248
153,100
7,215
97,92
125,200
24,40
83,141
51,74
168,181
149,83
131,32
231,109
103,75
93,76
152,142
22,86
172,198
186,156
68,67
